id	sentiment_score	upvotes
jsid-post-aW4E104	0.8126	10
jsid-post-a6ZNVdq	0.5106	16
jsid-post-awyoXwx	0.1531	205
jsid-post-a4PR7Dy	0.9846	34
jsid-post-awyoX6y	0.9846	33
jsid-post-aZZ73Oz	-0.2732	88
jsid-post-ae95M8O	0.9803	47
jsid-post-awyoXEx	0.9169	19
jsid-post-amo5746	-0.8834	22
jsid-post-aqyg7EQ	0.9563	14
jsid-post-aqyg78Y	0.9485	77
jsid-post-aBygxXz	0.5994	12
jsid-post-aKGdj7j	0.9274	18
jsid-post-aLn0gKA	-0.5267	12
jsid-post-awyoA0R	0.959	21
jsid-post-azx1XNN	-0.8779	17
jsid-post-apR52WB	0.93	16
jsid-post-ajP5Eew	-0.1027	20
jsid-post-aND0Yr6	-0.25	20
jsid-post-a7owMgb	-0.7783	25
jsid-post-aD2gx99	-0.886	14
jsid-post-a34RK8v	0.8689	23
jsid-post-amo57rd	0.9902	30
jsid-post-a7ow3Le	0.0552	20
jsid-post-amo5BqX	0.0	19
jsid-post-aVv03yw	0.2263	24
jsid-post-a9yRA5L	0.0	13
jsid-post-aQz1Mpz	0.9382	20
jsid-post-a4PRjx6	0.9851	23
jsid-post-azx9noK	0.3818	12
jsid-post-a2vRZdp	0.9042	20
jsid-post-aE0g2nG	0.8115	23
jsid-post-a6ZNOQN	0.8225	44
jsid-post-amo5756	0.8658	40
jsid-post-a1mRQ1w	0.981	88
jsid-post-ae95reQ	0.9042	58
jsid-post-aD2g1jB	0.9517	60
jsid-post-aqygKLL	0.8689	128
jsid-post-a4PRQYv	0.0	91
jsid-post-avyo8PM	0.9337	29
jsid-post-a9yRKY0	0.9274	20
jsid-post-azx1XnB	0.9618	79
jsid-post-a4PRQpd	0.34	20
jsid-post-amo57Od	0.5106	40
jsid-post-aVv0388	0.6249	19
jsid-post-aryog5V	0.8555	30
jsid-post-adB5LPZ	0.9925	14
jsid-post-a8753qY	-0.25	15
jsid-post-an7594n	0.9844	10
jsid-post-aGygZ8G	0.9819	10
jsid-post-a1mRQd6	0.6124	16
jsid-post-adB59dZ	0.0	18
jsid-post-aD2gWqG	-0.8625	17
jsid-post-avyo8d5	0.9477	79
jsid-post-aYQ7YMq	0.0	100
jsid-post-azx19Px	0.9001	137
jsid-post-a8753m1	0.4588	67
jsid-post-ae95rOq	0.0	71
jsid-post-ae95rZq	0.8176	23
jsid-post-aByg0LZ	0.9828	67
jsid-post-a9yRKv6	0.836	26
jsid-post-aKGdxvW	0.9666	26
jsid-post-agm5now	0.4939	32
jsid-post-aGygZLK	-0.7906	36
jsid-post-a9yRK1o	0.7579	19
jsid-post-aqyg7Bv	0.9274	22
jsid-post-a9yRp1Z	-0.9786	85
jsid-post-ae95eXB	0.3612	13
jsid-post-a875891	0.9081	15
jsid-post-aGygZ7w	-0.4767	15
jsid-post-aZZ7LRV	-0.9169	14
jsid-post-aBy0pMz	0.6486	45
jsid-post-ae955Nq	0.8555	105
jsid-post-a0eRR9v	0.5423	38
jsid-post-aGyggwG	0.7269	0
jsid-post-a7ow3Rx	0.9075	376
jsid-post-aYQ7Y8v	0.8442	91
jsid-post-a2vRZ31	0.9136	292
jsid-post-aryoGE0	0.9578	1200
jsid-post-aE0g2eM	0.9674	84
jsid-post-aXPjj0D	0.9545	15
jsid-post-a4PRQvp	0.0	72
jsid-post-axy77ZM	-0.5994	0
jsid-post-a9yRKxo	0.4215	33
jsid-post-a0eRQgB	0.9858	110
jsid-post-ae95rEp	-0.2263	441
jsid-post-ae95r8W	0.9501	49
jsid-post-a9yRKgD	0.9911	87
jsid-post-aPARYdK	0.0	167
jsid-post-a1mRQ86	0.4767	40
jsid-post-aW4EYe4	-0.5994	71
jsid-post-aXPjYdb	0.7269	156
jsid-post-a4PRQ8Z	0.875	22
jsid-post-agm5nZ1	0.8316	95
jsid-post-aXPjY36	0.7845	16
jsid-post-ae95rRm	-0.2023	35
jsid-post-aAyg3Od	0.0	16
jsid-post-a5QRMjL	0.2023	56
jsid-post-aD2g1bK	0.9792	26
jsid-post-a34RQ07	0.9643	53
jsid-post-aND0Y43	-0.7003	12
jsid-post-a4PRQzy	0.34	37
jsid-post-a1mRQPG	0.926	21
jsid-post-a0eRQdO	0.8193	21
jsid-post-amo57mV	0.9493	26
jsid-post-an755KE	0.1531	14
jsid-post-aRB01xG	0.5606	13
jsid-post-amo5BnV	0.9769	10
jsid-post-aW4EE82	0.8074	15
jsid-post-an759wb	0.9118	15
jsid-post-adB59Rd	0.5859	33
jsid-post-a1mRKww	-0.8625	11
jsid-post-aND0z03	0.886	12
jsid-post-aLn08QM	-0.7096	12
jsid-post-aE02eMe	0.3818	12
jsid-post-azx118q	0.9628	51
jsid-post-a9yRRrm	0.9874	26
jsid-post-a1mRRM8	0.8591	10
jsid-post-agm55GW	-0.4767	27
jsid-post-aYQ7Y2O	0.9876	18
jsid-post-aByg0Nz	0.0	22
jsid-post-an75MDV	0.0	11
jsid-post-ayNooqp	0.8402	0
jsid-post-an759m0	0.2732	17
jsid-post-axy7zL1	0.9442	15
jsid-post-an755zb	0.9799	13
jsid-post-aQz11Qq	0.9753	14
jsid-post-axy77op	-0.8402	19
jsid-post-aD2ggAd	0.7003	10
jsid-post-a875yzV	0.8591	12
jsid-post-aD2gjp9	-0.8689	22
jsid-post-a1mRRVG	0.6808	0
jsid-post-aoy55Ln	-0.9744	0
jsid-post-aD2gg89	0.4215	29
jsid-post-agm557x	0.7783	26
jsid-post-aXPjj7d	0.4588	25
jsid-post-a87550O	0.9744	39
jsid-post-aRB00zG	0.0	10
jsid-post-aD2ggbw	0.9601	14
jsid-post-aXPjjpv	0.7351	89
jsid-post-aD2gg7Z	-0.5574	15
jsid-post-aVv00V2	0.875	0
jsid-post-aVv00ZO	0.0	37
jsid-post-aZZ77E0	-0.6808	19
jsid-post-a1mRRmY	-0.0258	21
jsid-post-ae955em	-0.1027	36
jsid-post-aByggWP	-0.8957	13
jsid-post-aXPjxyD	0.9136	25
jsid-post-a34RKM1	0.5994	19
jsid-post-a2vRR6D	-0.9485	148
jsid-post-a8755O6	0.9538	211
jsid-post-aE0gge9	0.9136	0
jsid-post-aPARRVg	-0.1989	286
jsid-post-avyooDZ	0.8316	344
jsid-post-aMVYYpM	0.4767	0
jsid-post-a4PRRm1	0.9792	246
jsid-post-a5QRR3o	-0.8271	98
jsid-post-aMVYYox	0.5574	53
jsid-post-a8755Qp	0.7579	122
jsid-post-aQz11OW	0.0	263
jsid-post-aByggXZ	-0.8637	169
jsid-post-a2vRRj9	0.4019	32
jsid-post-aW4EEP2	0.9274	35
jsid-post-a7owwNA	0.8402	73
jsid-post-a0eRRWn	0.9246	62
jsid-post-aO800ND	0.8658	44
jsid-post-aE0ggNx	-0.743	30
jsid-post-azx11Rj	0.959	38
jsid-post-aE0ggXN	0.8016	28
jsid-post-a9yRRDZ	0.959	49
jsid-post-a8755jZ	0.5423	50
jsid-post-ayNoXZp	0.7845	18
jsid-post-agm5ALg	0.128	95
jsid-post-a875GGp	-0.8402	28
jsid-post-aZZ7yB6	-0.9747	24
jsid-post-aZZ7yMz	0.9559	92
jsid-post-aXPjg09	0.0	233
jsid-post-aRB07gM	0.9559	95
jsid-post-amo5v96	0.9806	34
jsid-post-aoy5P9n	0.9574	24
jsid-post-a1mRWZw	0.9552	131
jsid-post-aBygmmx	-0.8176	16
jsid-post-aXPjg9D	0.9423	37
jsid-post-a6ZNK7A	0.9169	99
jsid-post-a2vRWE1	-0.25	73
jsid-post-azx1mbp	0.5106	73
jsid-post-a0eRNvd	0.9783	61
jsid-post-aZZ7yqX	0.9042	74
jsid-post-aVv00GM	0.9081	82
jsid-post-a1mRR96	-0.1779	71
jsid-post-aQz11YK	0.9058	40
jsid-post-agm55z1	0.9579	23
jsid-post-awyoBNB	0.891	35
jsid-post-apR55Zp	-0.6486	23
jsid-post-ajP55eq	0.0	11
jsid-post-ae95Djv	0.4404	14
jsid-post-aryoory	0.5267	30
jsid-post-apR55j9	0.6249	23
jsid-post-a7oww2A	0.959	42
jsid-post-aLn00Q6	0.0	33
jsid-post-ae95rPB	-0.8779	11
jsid-post-avyo8gd	0.8957	11
jsid-post-aGyg147	0.1779	18
jsid-post-a2vRdXY	-0.2448	36
jsid-post-aMVYxYP	0.0	40
jsid-post-aXPjggz	-0.93	18
jsid-post-a1mRWm2	0.8957	0
jsid-post-ae95DKW	0.6597	18
jsid-post-axy77Y2	0.5859	29
jsid-post-aD2g1NN	0.9723	16
jsid-post-a1mRK9v	0.9042	10
jsid-post-aAygeM2	0.9287	142
jsid-post-a875Gee	0.0	54
jsid-post-aD2g4bx	-0.25	85
jsid-post-aKGd7ON	0.9413	18
jsid-post-aBygmV2	0.9872	164
jsid-post-amo5vVd	0.9723	24
jsid-post-aMVYxPX	0.8402	74
jsid-post-a7owWV2	0.0258	31
jsid-post-aD2g4Zx	0.9201	25
jsid-post-aGygd76	0.9393	30
jsid-post-amo5v6o	0.1779	53
jsid-post-aLn0wGW	-0.4939	36
jsid-post-agm5A8r	0.128	71
jsid-post-agm5Aoq	0.8481	76
jsid-post-aGygdB0	0.5106	33
jsid-post-aVv0wvd	0.5859	21
jsid-post-aO80723	0.5423	67
jsid-post-azx116Z	0.4939	15
jsid-post-a7oww8x	0.9001	12
jsid-post-aVv03Aw	0.985	24
jsid-post-azx1mZp	0.7717	33
jsid-post-awyoBBR	0.9559	22
jsid-post-aryoVGy	-0.0772	28
jsid-post-a0eRNzv	0.7184	54
jsid-post-aKGd7xZ	0.9854	10
jsid-post-a34RRG3	0.9865	13
jsid-post-ae95rOO	0.0	28
jsid-post-aZZ7y5p	-0.93	50
jsid-post-a875GNZ	0.9349	17
jsid-post-adB5Vod	0.9081	16
jsid-post-awyoBZQ	0.0516	10
jsid-post-aW4EE4K	0.9922	12
jsid-post-amo5v3V	0.8555	18
jsid-post-aRB075A	0.8885	45
jsid-post-amo5v4X	0.8689	14
jsid-post-aW4ExDq	0.25	12
jsid-post-aAyg3z2	0.9771	48
jsid-post-aND0Yp4	0.8126	13
jsid-post-a2vRo3d	0.9682	16
jsid-post-aLn0p6P	0.9351	36
jsid-post-an754pz	0.1541	11
jsid-post-aND0gGK	0.4215	23
jsid-post-agm5AEx	-0.8519	11
jsid-post-aD2g4BN	0.9682	37
jsid-post-aqygjZp	0.8625	11
jsid-post-avyo5gW	0.2023	19
jsid-post-aVv07jd	0.9829	11
jsid-post-aYQ7op2	0.9559	10
jsid-post-aD2gdwx	-0.9081	20
jsid-post-avyooQW	0.5423	27
jsid-post-amo5B4d	0.886	70
jsid-post-a7ow3wx	0.9901	21
jsid-post-aZZ70xQ	0.4039	17
jsid-post-aKGd631	0.765	14
jsid-post-a6ZNE7L	0.9081	26
jsid-post-adB5VX9	0.946	18
jsid-post-apR5NLE	0.7906	25
jsid-post-aD2gdW9	0.9781	0
jsid-post-ae95ApW	0.9517	15
jsid-post-aD2gdAB	0.9905	15
jsid-post-aW4Ej1n	0.7351	14
jsid-post-an75Qy0	0.3818	20
jsid-post-ae95A6v	-0.2263	12
jsid-post-aW4EjZ4	-0.9274	24
jsid-post-aByg2Q2	0.0	24
jsid-post-a7owWoL	-0.7579	12
jsid-post-an75Q9q	0.9451	38
jsid-post-aKGd6Db	0.9764	13
jsid-post-a875EoY	0.6705	27
jsid-post-aAygbeZ	0.9274	0
jsid-post-a1mRroG	0.7579	14
jsid-post-aZZ707z	0.9806	18
jsid-post-ajP5m8w	-0.5423	19
jsid-post-aZZ7006	0.967	47
jsid-post-aVv07Yw	0.4588	13
jsid-post-aE0gpgN	-0.1027	15
jsid-post-aLn0wo6	-0.2533	19
jsid-post-aGygpLw	0.8689	0
jsid-post-a5QRE1V	-0.6369	36
jsid-post-a9yRbgm	-0.1027	36
jsid-post-ayNoM4y	0.9774	0
jsid-post-a34RE5e	0.9382	13
jsid-post-a6ZNEZ9	0.8225	13
jsid-post-a0eR7Xq	0.4215	15
jsid-post-aQz1o7r	0.4404	16
jsid-post-avyo5WZ	0.9571	13
jsid-post-an75QMq	0.9493	22
jsid-post-aGygpR0	0.8591	11
jsid-post-a0eRNoZ	0.7184	25
jsid-post-aVv07Ln	0.9186	0
jsid-post-aMVYKVA	0.8442	12
jsid-post-a4PREGQ	0.8555	35
jsid-post-amo5PR9	0.3818	69
jsid-post-abArVRE	0.0	17
jsid-post-awyoMO1	0.0	23
jsid-post-aO803xD	0.8176	46
jsid-post-a7owEWz	0.4019	17
jsid-post-aO803Nv	-0.4215	23
jsid-post-azx1MeB	0.875	19
jsid-post-aQz1dYw	0.9805	35
jsid-post-aYQ7oZx	0.8957	117
jsid-post-a4PRErm	0.9601	53
jsid-post-axy7MQ1	0.8807	13
jsid-post-aXPjoG9	0.6705	25
jsid-post-a7owEDq	0.9246	49
jsid-post-aYQ77XV	0.875	12
jsid-post-adB58AZ	0.3818	24
jsid-post-axy7M8b	-0.9758	16
jsid-post-aD2gded	0.6682	0
jsid-post-apR5NVn	0.9623	18
jsid-post-abArVBb	0.93	17
jsid-post-aoy521e	0.9788	10
jsid-post-aZZ70Ap	0.0	85
jsid-post-aE0gp4N	0.0	48
jsid-post-amo5P46	-0.0772	20
jsid-post-aAygbL9	0.0	15
jsid-post-aqygjAp	0.5994	50
jsid-post-ayNoMVp	0.8481	12
jsid-post-avyo58O	0.9169	15
jsid-post-aW4EjYA	0.0	10
jsid-post-aE0gpGO	0.743	13
jsid-post-aMVYxNW	0.0	18
jsid-post-a34R1R3	0.9698	121
jsid-post-a0eRZbB	-0.9657	278
jsid-post-axy7B71	0.3182	53
jsid-post-aBygn0O	0.9896	51
jsid-post-ae95g5W	0.9833	22
jsid-post-a5QR1oN	0.9863	38
jsid-post-ae95gpB	-0.4404	548
jsid-post-aYQ7r42	0.743	25
jsid-post-aGygzZn	-0.3818	49
jsid-post-aMVY4xG	-0.2732	18
jsid-post-aO80QBM	0.6808	63
jsid-post-aKGdmx1	0.0	31
jsid-post-aBygn1Q	0.1779	119
jsid-post-adB5gYV	0.2023	48
jsid-post-aQz1X97	0.9803	15
jsid-post-a5QR1KG	0.9538	105
jsid-post-aXPjrY9	0.9062	26
jsid-post-a6ZN1LN	-0.2023	26
jsid-post-ae95Aoj	0.7845	156
jsid-post-amo5PDX	0.0	31
jsid-post-aByg2qD	0.5445	80
jsid-post-azx1M0N	0.1027	42
jsid-post-ayNoMG8	0.0258	27
jsid-post-apR5NMM	0.8555	48
jsid-post-aMVYKLW	-0.4767	40
jsid-post-a6ZN1ym	-0.8074	28
jsid-post-aryoML7	0.9313	20
jsid-post-a875ERV	0.9712	26
jsid-post-apR5N8n	-0.7783	22
jsid-post-aZZ70RQ	-0.6597	26
jsid-post-a6ZNEo8	0.9324	16
jsid-post-abArG1v	0.2023	20
jsid-post-ayNoeoV	0.3612	22
jsid-post-a6ZNKmL	0.8316	27
jsid-post-a0eRRdq	0.4215	89
jsid-post-a9yR18j	-0.5859	0
jsid-post-amo5go6	0.9509	28
jsid-post-aYQ7roO	0.2263	25
jsid-post-aVv0xvw	0.8779	15
jsid-post-aYQ7rYx	0.6808	10
jsid-post-ae95gVj	0.0772	14
jsid-post-aO80Q9D	0.8316	0
jsid-post-aMVY48X	0.0	12
jsid-post-aLn0vRA	0.0	13
jsid-post-aE0g8OK	0.9584	0
jsid-post-ajP5gxg	-0.1027	15
jsid-post-a2vR1D9	0.802	20
jsid-post-an75ggq	0.5106	14
jsid-post-aMVYK0G	0.8658	25
jsid-post-an75gGz	0.9678	30
jsid-post-a4PR1q1	0.9493	36
jsid-post-aAygGOE	0.9313	43
jsid-post-awyozeQ	0.8481	14
jsid-post-aAygGZE	-0.8519	24
jsid-post-a8751EO	0.9781	18
jsid-post-aAygGQ0	0.6369	20
jsid-post-aGygzwz	0.9769	23
jsid-post-aLn0pRv	0.9001	17
jsid-post-aVv0x8M	-0.9431	0
jsid-post-aQz1Xrw	0.296	15
jsid-post-aryond5	0.8519	17
jsid-post-ae95gxj	-0.7184	14
jsid-post-ae95gdB	0.9371	13
jsid-post-aVv0xLP	-0.7096	20
jsid-post-an75Q30	0.9904	16
jsid-post-aRB0XvB	0.9814	37
jsid-post-aPARZVB	-0.926	59
jsid-post-aZZ7rKQ	0.9578	16
jsid-post-a2vR1jD	0.9652	14
jsid-post-a8751DZ	0.9136	18
jsid-post-abArgBB	0.7964	17
jsid-post-aLn0v46	0.9899	14
jsid-post-aND0P74	-0.9758	0
jsid-post-aqygGVR	-0.3182	20
jsid-post-aD2gDqB	0.4939	22
jsid-post-aRB0rG5	0.9771	18
jsid-post-a0eRZzO	0.936	12
jsid-post-a7ow1B2	0.9423	18
jsid-post-ae95gvb	-0.0772	79
jsid-post-aMVY46X	-0.5859	39
jsid-post-a6ZN1gR	0.9313	19
jsid-post-aRB0rpj	0.9595	14
jsid-post-aoy5g6x	0.9451	14
jsid-post-apR5gP9	0.936	23
jsid-post-aoy5gKg	0.4939	25
jsid-post-a34RED1	0.9682	118
jsid-post-aVvY2N2	0.5574	44
jsid-post-axy7oE2	0.9571	69
jsid-post-aMVYEQA	0.0	17
jsid-post-aO80QgN	-0.9698	165
jsid-post-adB5gmZ	0.2023	111
jsid-post-axy7od2	-0.0772	49
jsid-post-an75gpq	0.9781	107
jsid-post-avyoA3O	0.8176	78
jsid-post-aLn0vyz	0.6249	99
jsid-post-a1mR1GG	0.128	28
jsid-post-a1mR1zG	0.9823	17
jsid-post-azx1eNj	0.7184	49
jsid-post-ayNo9GM	0.9612	17
jsid-post-a7ow1Xx	0.8074	26
jsid-post-a2vR1pY	0.9661	33
jsid-post-ae95gwQ	0.5574	29
jsid-post-ajP5gKR	0.8979	47
jsid-post-axy7BnW	0.9607	41
jsid-post-aLn0vAg	0.7184	17
jsid-post-a9yREB1	-0.6124	22
jsid-post-a5QRXno	0.93	10
jsid-post-amo5A24	0.9413	21
jsid-post-aD2gYjG	-0.9062	40
jsid-post-aO80xbD	0.6908	14
jsid-post-aAyg0wd	0.9973	12
jsid-post-avyoA9d	0.886	17
jsid-post-a4PRo3Z	-0.5106	17
jsid-post-aQz1E9r	0.2023	10
jsid-post-an75QEV	0.8934	13
jsid-post-aryomyp	-0.872	38
jsid-post-a875qAe	0.8402	30
jsid-post-ajP5gp8	0.0772	10
jsid-post-aAygG89	0.8807	16
jsid-post-adB5gKj	0.8689	53
jsid-post-a2vR74e	0.5423	44
jsid-post-azx12VN	0.9524	23
jsid-post-aAyg069	0.1531	37
jsid-post-aGygE2Z	0.9493	0
jsid-post-aqyge87	0.9638	24
jsid-post-aBygddO	-0.34	17
jsid-post-apR59RE	-0.4939	16
jsid-post-a2vR10w	0.0	11
jsid-post-ae95Q2q	0.9371	16
jsid-post-a5QRXwO	0.8316	32
jsid-post-aLn01W6	0.8689	39
jsid-post-ajP5VR0	-0.8658	28
jsid-post-aPARgnG	0.9595	17
jsid-post-azx12Ox	0.9652	16
jsid-post-azx12Oj	-0.34	24
jsid-post-aD2gYn9	0.93	11
jsid-post-abArvRX	0.8555	29
jsid-post-aAyg0vo	0.9801	27
jsid-post-axy7oAY	0.886	23
jsid-post-a34RZpe	0.9122	10
jsid-post-a6ZNq89	0.7873	11
jsid-post-azx12BN	-0.1027	26
jsid-post-adB5Pe9	0.9371	18
jsid-post-aPARZqV	0.0	63
jsid-post-a34RZgv	0.9917	31
jsid-post-aPARgzg	0.9217	72
jsid-post-ayNo2ZV	0.0	73
jsid-post-aQz1EDr	0.9287	36
jsid-post-azx12oq	0.9833	51
jsid-post-aBygdjx	0.5994	41
jsid-post-ae95QP5	0.8779	71
jsid-post-a5QRXxy	0.0	45
jsid-post-azx123z	0.7579	0
jsid-post-a1mRPOD	-0.8271	17
jsid-post-a2vRKOw	0.9246	20
jsid-post-aYQ7VqN	0.836	21
jsid-post-aQz1Em2	-0.6908	21
jsid-post-aAyg020	0.9601	18
jsid-post-abArv4O	0.891	22
jsid-post-a7owqox	0.0	12
jsid-post-aRB0EpB	-0.8271	37
jsid-post-aAyg0AL	0.9819	27
jsid-post-adB5PPj	0.3818	15
jsid-post-a1mRPGY	0.7579	65
jsid-post-a6ZNq02	0.9729	17
jsid-post-aD2gYyx	-0.9477	25
jsid-post-an75zGE	0.8979	21
jsid-post-aQz1EqW	0.9371	54
jsid-post-aD2g2RZ	0.3818	0
jsid-post-a875qN6	0.9729	16
jsid-post-aE0gqyo	0.9468	17
jsid-post-a1mRP0G	0.9758	13
jsid-post-a34R4P1	0.9781	30
jsid-post-aND0Dm0	0.765	44
jsid-post-aoy5KBw	0.9686	36
jsid-post-aBygy9O	0.6597	33
jsid-post-a4PRoMm	0.9716	26
jsid-post-aLn01Yx	0.9552	16
jsid-post-aXPjnXV	0.0	12
jsid-post-a0eRePz	0.0	54
jsid-post-aE0g0GM	0.9371	28
jsid-post-a1mRmAw	0.8555	27
jsid-post-abArA5p	0.7964	19
jsid-post-ae959pb	0.9769	40
jsid-post-a9yRyLW	0.296	20
jsid-post-a7owoyq	0.9423	12
jsid-post-aVv0vWO	0.9545	11
jsid-post-a8757YY	0.0258	16
jsid-post-a7owoKq	-0.5106	12
jsid-post-aZZ7ZbW	0.9217	10
jsid-post-a8757de	-0.4939	17
jsid-post-an75zPL	0.8442	15
jsid-post-aBygdd2	0.0	20
jsid-post-a1mR1DD	0.9888	17
jsid-post-aD2g23w	0.8225	18
jsid-post-aAygyR9	-0.7845	18
jsid-post-a9yRqm6	-0.4767	33
jsid-post-aD2gD8K	-0.9865	26
jsid-post-an757jo	0.9618	15
jsid-post-aBygyWN	0.8316	18
jsid-post-a5QRQrr	0.9519	10
jsid-post-aBygy31	0.8807	12
jsid-post-aPAR37q	0.9859	51
jsid-post-a34R4ZQ	0.0	16
jsid-post-aXPjP9D	0.9648	23
jsid-post-aZZ7r6W	0.0	36
jsid-post-aBygy6Q	-0.9886	17
jsid-post-amo5oo4	0.9538	13
jsid-post-a2vRv5d	0.9712	26
jsid-post-a34R44Q	0.0772	14
jsid-post-aYQ7QWv	0.9648	10
jsid-post-a1mRmm2	0.7506	16
jsid-post-an757gz	0.1027	22
jsid-post-a9yRy6L	0.6124	10
jsid-post-a0eReMX	0.6486	0
jsid-post-ae959xW	0.9485	12
jsid-post-aQz1z2q	-0.0516	11
jsid-post-adB5BVN	-0.1779	18
jsid-post-aXPjPng	-0.743	21
jsid-post-aD2gYZw	-0.34	43
jsid-post-awyoZA1	-0.8885	85
jsid-post-ae95gmj	0.8316	15
jsid-post-a5QR1nN	-0.4767	10
jsid-post-aMVYxV1	-0.2263	17
jsid-post-aGygxXw	0.25	135
jsid-post-a9yRPeK	0.948	34
jsid-post-aqyK3gZ	0.2023	31
jsid-post-a1mQjgR	0.9825	41
jsid-post-aZZL0Rp	0.9595	22
jsid-post-ayNoNwq	0.0	212
jsid-post-a9yRy0j	0.9866	203
jsid-post-aE0g0NN	0.9849	158
jsid-post-aRB0Boj	0.6124	435
jsid-post-avyoyM5	0.9648	20
jsid-post-a0eReWv	0.9081	44
jsid-post-a34R40r	-0.8126	130
jsid-post-aKGdGe1	0.8402	69
jsid-post-amo5oVj	0.9313	89
jsid-post-aQz1zr2	-0.4939	45
jsid-post-aLn0nAx	0.875	101
jsid-post-adB5Bod	0.9719	61
jsid-post-axy7ygM	0.8442	15
jsid-post-aD2g2jO	0.9744	14
jsid-post-aBygdDO	0.7964	12
jsid-post-aW4EgAd	0.9792	17
jsid-post-aYQ7o97	0.3612	42
jsid-post-aVv0vNd	0.8402	18
jsid-post-aPARANK	-0.2023	0
jsid-post-aGygyM0	0.992	18
jsid-post-aKGdGW3	0.9888	12
jsid-post-aW4EGVK	0.9493	11
jsid-post-aGygyW7	0.9022	27
jsid-post-aVv0gzn	0.0	21
jsid-post-apR5Ryp	0.7783	17
jsid-post-a6ZNqrA	0.8225	18
jsid-post-abArgQ8	0.0	14
jsid-post-a9yREeo	0.9287	26
jsid-post-apR5GQB	0.0	14
jsid-post-a2vRMq1	0.6697	85
jsid-post-aO802Y6	0.9831	0
jsid-post-an75OBn	0.9231	37
jsid-post-aoy5Wzx	0.0	19
jsid-post-aO802qM	0.9652	23
jsid-post-ayNoNgX	0.4956	15
jsid-post-agm5m8r	0.0	57
jsid-post-a9yRymD	0.9648	28
jsid-post-aND0w7G	0.3182	58
jsid-post-agm5Qnv	0.4767	19
jsid-post-aYQ7GYN	0.9201	16
jsid-post-aZZ7npW	0.8074	16
jsid-post-a875ALd	0.9648	14
jsid-post-aQz1XGq	0.9623	12
jsid-post-a5QREVL	0.2263	17
jsid-post-amo5WGV	-0.9764	20
jsid-post-aYQ7GQ0	0.9001	73
jsid-post-apR5118	0.0	13
jsid-post-a5QRV1y	0.8555	59
jsid-post-aZZ7nwV	-0.8606	36
jsid-post-axy7WvD	0.875	34
jsid-post-aPARxAg	0.967	27
jsid-post-amo5WPy	0.872	63
jsid-post-a2vRM19	-0.9756	47
jsid-post-aXPjLb6	0.9906	18
jsid-post-aBygy7P	0.9791	18
jsid-post-apR59On	-0.8271	25
jsid-post-aryobqB	0.5106	26
jsid-post-a9yRzOL	0.9477	98
jsid-post-azx15Yb	-0.296	81
jsid-post-ayNoqQW	0.9922	49
jsid-post-apR51AD	0.7478	33
jsid-post-aLn0LdW	0.5719	11
jsid-post-aQz1gQr	0.5423	21
jsid-post-a875Ane	0.9001	36
jsid-post-aqygRAv	0.9517	26
jsid-post-aXPjLd9	0.9413	41
jsid-post-ayNoqqV	0.0	22
jsid-post-amoBwm2	0.7351	32
jsid-post-adB5vEQ	0.0	16
jsid-post-a34RGDN	0.5423	66
jsid-post-an75OZq	0.9186	27
jsid-post-avyoWXb	0.9001	35
jsid-post-amo5WKj	0.8225	20
jsid-post-aE0gMQ9	0.9954	50
jsid-post-ajP57MQ	-0.5574	43
jsid-post-aGygLon	0.8225	14
jsid-post-aW4Epo6	0.9732	33
jsid-post-a5QRVDN	0.9559	22
jsid-post-a9yRzqj	0.9201	25
jsid-post-a6ZNZ88	-0.4019	23
jsid-post-aGygzOz	0.9808	20
jsid-post-aryoNd0	0.8074	25
jsid-post-amo5Ww2	0.875	13
jsid-post-aD2g7Qx	0.9595	48
jsid-post-agm5QGx	-0.164	64
jsid-post-aBygZqD	0.9774	22
jsid-post-aE0g6vK	0.9493	17
jsid-post-aVv0oOv	0.7269	16
jsid-post-aryoWPd	0.9744	31
jsid-post-aD2g7yO	0.2263	18
jsid-post-aPARmvn	0.1531	44
jsid-post-agm51yq	-0.8519	20
jsid-post-aW4E7Z3	0.9638	15
jsid-post-aRB0LMA	0.3182	14
jsid-post-aAygQg0	0.836	38
jsid-post-ae9510B	0.9517	32
jsid-post-a34RG67	0.9413	15
jsid-post-aqygX2L	-0.9545	44
jsid-post-aMVYBGx	-0.9509	14
jsid-post-aPARmDB	0.9186	14
jsid-post-awyo3NR	0.0	18
jsid-post-aAygQjZ	0.9932	20
jsid-post-aYQ7G1m	-0.5859	13
jsid-post-azx1d8m	0.0	20
jsid-post-aGyggP0	0.0	28
jsid-post-a4PR67m	-0.5859	262
jsid-post-a7owOMx	0.0	81
jsid-post-aQz1vXd	0.6249	15
jsid-post-aAyg6bp	0.6705	30
jsid-post-aRB040M	0.9628	23
jsid-post-aD2g6xZ	0.9702	63
jsid-post-amo51Bd	0.9776	42
jsid-post-aLn0zjx	0.9081	25
jsid-post-aMVYB8X	0.9382	60
jsid-post-aE0g6gn	-0.0772	10
jsid-post-aGygnxX	0.5106	33
jsid-post-aqygX5R	0.8271	13
jsid-post-aBygZBZ	-0.2732	10
jsid-post-a6ZNXZA	0.0	22
jsid-post-aqygXeM	0.765	16
jsid-post-an75Rgq	-0.6524	13
jsid-post-aryo3VV	0.9186	17
jsid-post-a2vRwww	0.9623	12
